                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                0.77436,                0.49266,                0.52857,                 1.1139,                0.96467,                0.90357,                0.95319,                0.59301,                0.93092,                0.87722,                0.90979,                0.54972,                 1.4474,                 1.3088,                0.67008,                  1.963,             0.00034997,             0.00034997,             0.00034997
                    106,                0.76825,                0.50125,                0.52358,                 1.1112,                0.93967,                0.89811,                0.94946,                0.61202,                0.92661,                0.88811,                0.93303,                0.56325,                 1.3715,                0.65193,                 0.7363,                 1.9055,             0.00034643,             0.00034643,             0.00034643
                    107,                0.73473,                 0.4765,                0.48388,                 1.0952,                0.93431,                0.92957,                0.95083,                0.62995,                0.92304,                0.91963,                0.93081,                0.59612,                 1.3376,                 1.1126,                0.64161,                 1.8569,              0.0003429,              0.0003429,              0.0003429
                    108,                0.76196,                0.42011,                0.47243,                 1.1104,                0.98419,                0.92221,                0.95672,                0.61959,                0.97147,                0.91233,                 0.9354,                0.58175,                 1.3763,                 2.1761,                0.58192,                 1.9439,             0.00033936,             0.00033936,             0.00033936
                    109,                0.70203,                0.50228,                0.47413,                  1.047,                0.95778,                0.92675,                0.95511,                0.62678,                0.94777,                0.91675,                0.93668,                0.58417,                 1.3851,                 2.1505,                 0.5563,                 1.9763,             0.00033583,             0.00033583,             0.00033583
                    110,                0.70816,                0.44289,                0.44391,                 1.0644,                0.95251,                0.92164,                0.95978,                0.60751,                0.94143,                0.91219,                 0.9447,                0.56418,                 1.4249,                 2.0778,                0.57861,                 2.0098,              0.0003323,              0.0003323,              0.0003323
                    111,                0.73467,                0.43005,                0.50407,                 1.1011,                0.92909,                0.91836,                0.95152,                0.61903,                0.91773,                 0.9086,                0.93071,                0.56616,                 1.3787,                 2.1197,                0.58985,                 1.9621,             0.00032876,             0.00032876,             0.00032876
                    112,                0.75933,                0.53066,                0.47906,                 1.1087,                0.95363,                 0.9207,                0.94998,                0.59937,                0.93142,                0.90083,                0.92856,                0.57492,                 1.3952,                 2.0971,                0.60599,                  1.981,             0.00032523,             0.00032523,             0.00032523
                    113,                0.75161,                0.46261,                0.47547,                 1.0943,                0.97337,                0.91688,                0.95153,                 0.6069,                0.96228,                0.90688,                0.94261,                0.57117,                   1.45,                0.65015,                0.71684,                 2.0686,             0.00032169,             0.00032169,             0.00032169
                    114,                0.73143,                0.44473,                 0.4629,                 1.1058,                0.94428,                0.92048,                0.93718,                0.60462,                0.93331,                0.91048,                 0.9228,                0.56428,                  1.436,                 1.8979,                0.60403,                  2.043,             0.00031816,             0.00031816,             0.00031816
                    115,                0.82668,                0.49313,                0.51881,                 1.1671,                 0.9388,                0.91387,                0.94151,                0.58592,                0.92813,                0.90387,                0.92543,                0.55699,                 1.4699,                 1.8883,                0.61005,                 2.0454,             0.00031462,             0.00031462,             0.00031462
                    116,                0.75105,                0.46948,                0.47793,                 1.1021,                0.91593,                0.94729,                0.95566,                0.60951,                0.90573,                0.93779,                0.94108,                0.56394,                 1.3885,                0.81651,                 0.6754,                  1.935,             0.00031109,             0.00031109,             0.00031109
