Episode,Reward,Penalties,State,Hashed_State,value
60,3,27,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 4, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",38,-10.479106722848229
60,-5,28,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 5, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",37,-11.77022081326449
60,-10,28,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 4, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",15,5.469231730358341
60,-10,28,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 1, ""right_vent"": 1}",18,1.0236406454663318
60,-10,28,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 1, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",0,-0.582646841518133
60,-10,28,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 2, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 1, ""right_vent"": 1}",10,-5.943386063087365
60,-10,28,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 1, ""right_vent"": 1}",8,-6.0330587842383405
60,-5,29,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",18,0.4826950196476786
60,-5,30,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",16,0.42537392292176146
60,3,30,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 2, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",28,4.480180041034586
60,3,30,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 2, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",35,1.8163527785834388
60,3,30,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",30,6.001549766750299
60,3,30,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",13,-6.198593101023609
60,3,30,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",13,-5.650649376982665
60,-10,30,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",13,-6.424623401903359
60,-10,30,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",13,-7.167638465827225
60,-10,30,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",38,-11.0599424539343
60,3,30,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",38,-10.317544755776929
60,3,30,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 4, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",7,-6.584710465892611
60,-5,31,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 4, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",37,-11.754731788980411
60,-10,31,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 5, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",37,-11.055734457541192
60,-5,32,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 2, ""left_vent"": 1, ""num_camera"": 10, ""open_monitor"": 1, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",15,4.750462461144007
60,-10,32,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 0, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 1, ""right_vent"": 1}",16,-0.591641033995109
60,-10,32,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 1, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",27,-10.62789253289242
60,-5,33,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 2, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",10,-6.205650620563871
60,-5,34,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 5, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 1, ""right_vent"": 1}",38,-10.404842965545852
60,3,34,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 1, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",8,-5.491736432868807
60,-5,35,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 4, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",27,-10.134602331505395
60,3,35,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",6,-0.5525858440259601
60,3,35,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",36,3.0861096609228227
60,-5,36,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",31,-0.955749713889457
60,-5,37,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",20,-8.384412335828522
60,3,37,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 1, ""left_vent"": 1, ""num_camera"": 3, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",36,3.26266527448591
60,3,37,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 0, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",32,-2.975459165630157
60,-5,38,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",1,-1.8623648373394164
60,3,38,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",13,-6.580932927194136
60,3,38,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 4, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",28,4.6009728393932035
60,3,38,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",6,-0.23048241026492172
60,3,38,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",13,-6.017695610106371
60,3,38,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",13,-5.476987785702117
60,-10,38,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",13,-6.257908274274032
60,-10,38,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",13,-7.007591943303071
60,-10,38,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",38,-10.988649246924018
60,3,38,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",38,-10.249103277047057
60,3,38,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 4, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",7,-6.0213220472569065
60,3,38,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 4, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",37,-9.994419004964943
60,3,38,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 5, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",37,-9.294642244766345
60,-5,39,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 5, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",15,4.060443962698247
60,-10,39,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 5, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 1, ""right_vent"": 1}",15,2.898026204190317
60,-10,39,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 1, ""right_vent"": 1}",8,-6.272066975554055
60,-10,39,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",18,-0.5366127811382286
60,-5,40,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",16,-7.089832297471267
60,-5,41,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 2, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",7,-6.28046916536663
60,3,41,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 5, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",35,2.0436986674401014
60,3,41,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 5, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",6,0.07873688614567514
60,-5,42,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",19,8.435116784890624
60,3,42,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",13,-6.427288265570948
60,3,42,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 2, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",28,4.716933925817475
60,3,42,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",30,6.061487776080287
60,3,42,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",13,-5.87019673494811
60,3,42,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",13,-5.335388865550186
60,-10,42,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",13,-6.121973310928179
60,-10,42,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",13,-6.877094378491051
60,-10,42,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",38,-14.928492446992042
60,-5,43,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 5, ""open_monitor"": 1, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",38,-10.339139145965174
60,-5,44,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 0, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",15,2.282105156022704
60,-10,44,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 4, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 1, ""right_vent"": 1}",14,-8.758504779841731
60,-10,44,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 1, ""right_vent"": 1}",29,-5.163388972695059
60,-10,44,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 1, ""right_vent"": 1}",18,-1.5151482698926997
60,-10,44,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 1, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",18,-6.910612052540658
60,-5,45,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 2, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",10,-6.457424595741316
60,-10,45,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 4, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 1, ""right_vent"": 1}",38,-10.925573580126567
60,3,45,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 1, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",29,-3.866420658327287
60,-5,46,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 4, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",10,-6.699127611911663
60,3,46,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",6,0.3755874106998482
60,-5,47,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",36,-1.9018927838023876
60,-5,48,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 6, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",31,-1.4175197253338787
60,-5,49,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 0, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",25,0.30771174406418256
60,3,49,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 1, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",30,6.119028265037075
60,-5,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 2, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",27,-10.384842595887275
60,3,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",30,6.174267134435593
60,3,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 2, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",28,4.828256568784776
60,3,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",30,6.227296449058169
60,3,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",13,-6.302010603351409
60,3,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",13,-5.749930179217353
60,-10,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",13,-6.519932972048659
60,-10,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",13,-7.259135653166712
60,-10,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",38,-11.488550636921504
60,3,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",38,-12.96515605648017
60,3,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 4, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",7,-5.729250398751964
60,-5,51,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 5, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",37,-9.422856554975692
