                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     97,                0.77205,                 0.6318,                0.59109,                  1.141,                0.92442,                0.81649,                0.87347,                0.59333,                0.92442,                0.81649,                0.87347,                0.58266,                 1.6225,                0.53211,                 0.6652,                 2.0047,             0.00031149,             0.00031149,             0.00031149
                     98,                0.72214,                0.52626,                0.51946,                 1.0906,                0.91406,                0.82501,                0.84946,                0.57963,                0.91406,                0.82501,                0.84946,                 0.5729,                 1.5692,                0.52578,                0.77987,                 1.9584,             0.00030858,             0.00030858,             0.00030858
                     99,                0.77411,                0.59592,                0.53872,                 1.1189,                0.89494,                0.81235,                0.85153,                0.58461,                 0.9018,                0.82124,                0.86848,                0.59705,                 1.5846,                0.52091,                0.75075,                 1.9748,             0.00030567,             0.00030567,             0.00030567
                    100,                0.74594,                0.57229,                0.52362,                  1.093,                0.88659,                0.85229,                0.87077,                0.59737,                0.88659,                0.85229,                0.87111,                0.59052,                 1.5834,                0.59891,                0.70644,                  1.971,             0.00030276,             0.00030276,             0.00030276
                    101,                0.76494,                0.60205,                0.54581,                 1.0891,                0.86532,                0.85992,                0.87272,                0.58529,                0.82312,                0.82198,                 0.8154,                  0.533,                 1.5432,                0.54329,                0.65361,                 1.9265,             0.00029985,             0.00029985,             0.00029985
                    102,                0.72379,                0.59043,                0.50354,                 1.0892,                0.91197,                0.85522,                0.88024,                0.59191,                0.87102,                0.81817,                0.82524,                0.56351,                 1.5447,                0.55032,                0.65908,                 1.9404,             0.00029694,             0.00029694,             0.00029694
                    103,                0.78732,                0.64597,                0.59201,                 1.1339,                0.92774,                0.84115,                 0.8858,                0.58699,                0.88193,                0.80412,                0.83013,                0.55257,                 1.5632,                0.53222,                0.66246,                 1.9816,             0.00029403,             0.00029403,             0.00029403
                    104,                0.72442,                0.64146,                 0.5273,                  1.082,                0.91854,                0.81814,                0.91521,                0.61477,                0.88437,                0.77827,                0.84273,                0.56377,                 1.5019,                0.52854,                0.69114,                 1.9077,             0.00029112,             0.00029112,             0.00029112
                    105,                0.72717,                0.46089,                0.52924,                 1.0907,                0.91141,                0.85714,                0.92213,                0.61484,                0.91141,                0.85714,                0.92213,                0.58287,                 1.5532,                0.49493,                0.61265,                 1.9871,             0.00028821,             0.00028821,             0.00028821
                    106,                0.75845,                0.53082,                0.51517,                 1.1141,                0.95409,                0.84214,                0.92249,                0.62358,                0.91587,                0.80169,                0.85509,                0.57579,                 1.5568,                0.51498,                0.64536,                 1.9667,              0.0002853,              0.0002853,              0.0002853
                    107,                0.70893,                0.42917,                0.48272,                  1.074,                0.94985,                0.83557,                0.91347,                0.62456,                0.94985,                0.83557,                0.91347,                0.59281,                 1.5374,                0.50986,                0.62499,                 1.9414,             0.00028239,             0.00028239,             0.00028239
                    108,                0.72367,                0.67078,                0.49246,                 1.0865,                0.93656,                0.85839,                0.91756,                0.61854,                0.93656,                0.85839,                0.91756,                0.58988,                 1.5165,                0.50953,                0.62043,                 1.9295,             0.00027948,             0.00027948,             0.00027948
                    109,                0.76516,                0.57414,                0.54376,                 1.1358,                0.90174,                0.87891,                0.90903,                0.61544,                0.86503,                 0.8402,                0.87083,                0.57793,                 1.4156,                 0.5463,                 0.5813,                 1.8253,             0.00027657,             0.00027657,             0.00027657
                    110,                0.71663,                0.54154,                0.50948,                  1.081,                 0.8979,                0.88034,                0.89977,                 0.6247,                0.85941,                0.84199,                0.83759,                0.57581,                  1.473,                0.52809,                0.60246,                 1.8749,             0.00027366,             0.00027366,             0.00027366
                    111,                0.75333,                0.51739,                0.52737,                 1.1094,                0.92171,                0.86222,                0.89145,                0.61246,                0.92171,                0.86222,                0.89145,                0.57679,                 1.4815,                0.53872,                0.64435,                 1.8269,             0.00027074,             0.00027074,             0.00027074
                    112,                 0.7565,                0.49634,                0.49618,                 1.1155,                0.89963,                  0.856,                 0.9006,                0.60824,                0.89963,                  0.856,                 0.9006,                0.60447,                 1.5488,                0.57112,                 0.6718,                 1.9463,             0.00026783,             0.00026783,             0.00026783
                    113,                0.73452,                 0.5515,                 0.4974,                 1.1096,                0.93257,                0.84527,                0.89673,                0.61392,                0.93257,                0.84527,                0.89673,                0.58881,                 1.4849,                0.58188,                0.59828,                 1.8691,             0.00026492,             0.00026492,             0.00026492
                    114,                0.70645,                0.51086,                0.48444,                 1.0881,                0.92318,                0.84696,                0.87965,                0.60229,                0.92318,                0.84696,                0.87965,                0.61111,                 1.4958,                0.54827,                0.74974,                 1.9474,             0.00026201,             0.00026201,             0.00026201
                    115,                0.72435,                0.60624,                0.51284,                 1.0661,                0.90874,                0.79451,                0.86863,                0.58548,                0.90874,                0.79451,                0.86863,                0.59345,                 1.5711,                0.54878,                0.73733,                 2.0978,              0.0002591,              0.0002591,              0.0002591
                    116,                0.69425,                0.52433,                0.49622,                 1.0877,                0.88319,                0.82887,                0.88782,                0.60516,                0.88319,                0.82887,                0.88782,                0.61837,                 1.5201,                 0.5127,                0.70527,                 2.0383,             0.00025619,             0.00025619,             0.00025619
                    117,                0.70215,                0.52152,                0.50475,                 1.0822,                0.86533,                0.85496,                0.88805,                0.60094,                0.86533,                0.85496,                0.88805,                0.60898,                 1.5783,                0.53307,                0.70385,                 2.0415,             0.00025328,             0.00025328,             0.00025328
                    118,                0.68565,                0.50939,                0.49328,                 1.0623,                0.87346,                0.85865,                0.89529,                0.61282,                0.87346,                0.85865,                0.89529,                0.60132,                 1.5164,                0.55664,                0.62649,                  1.963,             0.00025037,             0.00025037,             0.00025037
                    119,                0.68124,                 0.5792,                0.46386,                 1.0578,                0.93067,                0.84275,                0.90687,                0.62341,                0.93067,                0.84275,                0.90687,                0.62126,                 1.5348,                0.56652,                0.66762,                  2.008,             0.00024746,             0.00024746,             0.00024746
                    120,                0.68168,                0.54687,                0.48602,                 1.0439,                0.93769,                0.86154,                0.92031,                0.62272,                0.93769,                0.86154,                0.92031,                 0.6131,                  1.513,                0.53315,                0.67076,                 1.9771,             0.00024455,             0.00024455,             0.00024455
                    121,                0.67914,                0.48755,                0.49631,                  1.078,                0.94458,                0.85749,                 0.9165,                0.61269,                0.94458,                0.85749,                 0.9165,                0.62533,                 1.5529,                 0.5261,                0.65654,                 2.0065,             0.00024164,             0.00024164,             0.00024164
                    122,                0.68159,                0.47526,                0.47228,                 1.0504,                0.92461,                0.87626,                0.91513,                0.61531,                0.92461,                0.87626,                0.91513,                0.62051,                 1.5466,                0.53457,                0.62393,                 2.0035,             0.00023873,             0.00023873,             0.00023873
                    123,                0.70218,                0.45486,                0.49422,                 1.0839,                0.93289,                0.84523,                 0.9173,                0.61484,                0.93289,                0.84523,                 0.9173,                0.62302,                 1.5478,                0.54732,                0.63002,                 2.0058,             0.00023582,             0.00023582,             0.00023582
                    124,                0.65358,                 0.5334,                0.44038,                 1.0383,                0.91352,                0.86103,                0.90803,                0.60182,                0.91352,                0.86103,                0.90803,                0.59696,                  1.575,                0.52467,                0.65554,                 2.0755,             0.00023291,             0.00023291,             0.00023291
                    125,                0.68399,                0.54077,                0.46196,                 1.0808,                0.93669,                 0.8738,                0.91611,                0.59991,                0.93669,                 0.8738,                0.91611,                0.61293,                 1.5452,                0.59335,                0.65401,                 2.0169,                0.00023,                0.00023,                0.00023
                    126,                0.72269,                0.60276,                0.49664,                 1.0583,                0.89087,                0.90796,                0.93164,                 0.6273,                0.89087,                0.90796,                0.93164,                0.62636,                  1.437,                0.49343,                0.55733,                  1.918,             0.00022709,             0.00022709,             0.00022709
                    127,                0.65424,                0.68251,                0.47645,                 1.0467,                0.85439,                0.83524,                0.88876,                0.58678,                0.85439,                0.83524,                0.88876,                 0.5935,                 1.5208,                 0.4987,                0.58257,                 1.9301,             0.00022417,             0.00022417,             0.00022417
                    128,                0.69445,                0.60304,                0.47409,                 1.0675,                0.86046,                0.85995,                0.89687,                  0.592,                0.86046,                0.85995,                0.89687,                0.60411,                 1.5298,                 0.5301,                0.60741,                 1.9451,             0.00022126,             0.00022126,             0.00022126
                    129,                0.63974,                0.56807,                0.47138,                  1.044,                0.91007,                0.83689,                0.89141,                0.60037,                0.91007,                0.83689,                0.89141,                0.60366,                 1.5547,                0.54483,                0.62577,                 2.0388,             0.00021835,             0.00021835,             0.00021835
                    130,                0.63225,                0.47625,                0.42124,                 1.0197,                0.88705,                0.87716,                0.90481,                0.61035,                0.88705,                0.87716,                0.90481,                0.61709,                 1.5087,                0.57844,                0.65562,                 1.9946,             0.00021544,             0.00021544,             0.00021544
                    131,                0.59571,                0.43403,                0.42834,                0.99296,                 0.8707,                0.86525,                0.88369,                0.61041,                 0.8707,                0.86525,                0.88369,                 0.6156,                 1.5394,                0.55717,                0.67121,                 2.0687,             0.00021253,             0.00021253,             0.00021253
                    132,                0.63106,                0.45731,                0.41046,                 1.0202,                0.91159,                0.83583,                0.88749,                0.60466,                0.91159,                0.83583,                0.88749,                0.62363,                 1.5427,                0.57888,                0.67118,                 2.0315,             0.00020962,             0.00020962,             0.00020962
                    133,                0.65588,                0.47661,                0.46332,                 1.0437,                0.92571,                0.85826,                0.88907,                0.60604,                0.92571,                0.85826,                0.88907,                0.62071,                  1.516,                 0.5321,                0.68609,                 1.9773,             0.00020671,             0.00020671,             0.00020671
                    134,                0.67128,                0.53861,                0.46148,                 1.0415,                0.90666,                0.85741,                0.90834,                0.62458,                0.90666,                0.85741,                0.90834,                0.62602,                 1.5479,                0.51364,                0.64067,                 2.0166,              0.0002038,              0.0002038,              0.0002038
                    135,                0.63189,                0.51993,                0.42488,                 1.0174,                0.93599,                0.86183,                0.92087,                0.61659,                0.93599,                0.86183,                0.92087,                 0.6224,                 1.5246,                0.51785,                0.58615,                 2.0308,             0.00020089,             0.00020089,             0.00020089
                    136,                0.60381,                0.57603,                 0.4101,                 1.0191,                0.91498,                0.85315,                0.90272,                 0.5907,                0.91498,                0.85315,                0.90272,                0.58886,                  1.588,                0.51214,                0.64222,                 2.2579,             0.00019798,             0.00019798,             0.00019798
                    137,                0.65263,                0.58389,                0.43918,                 1.0392,                 0.8941,                0.88101,                0.90004,                 0.6079,                 0.8941,                0.88101,                0.90004,                0.60682,                 1.5929,                0.50705,                0.60968,                  2.257,             0.00019507,             0.00019507,             0.00019507
                    138,                0.64766,                0.48232,                0.45406,                 1.0582,                0.90239,                0.82307,                0.89143,                0.61112,                0.90239,                0.82307,                0.89477,                 0.6146,                 1.5246,                0.49631,                 0.5717,                 2.0546,             0.00019216,             0.00019216,             0.00019216
                    139,                0.60844,                0.46224,                0.41958,                 1.0066,                0.92018,                0.81779,                0.88367,                0.60649,                0.92018,                0.81779,                0.88367,                0.60759,                 1.5571,                 0.5279,                0.61598,                 2.0967,             0.00018925,             0.00018925,             0.00018925
                    140,                0.65677,                0.44518,                0.48275,                 1.0657,                0.93862,                0.79707,                0.88823,                0.60176,                0.93862,                0.79707,                0.88823,                0.61598,                 1.5402,                0.52649,                0.61674,                 2.0206,             0.00018634,             0.00018634,             0.00018634
                    141,                0.60847,                0.52485,                0.44067,                 1.0359,                0.91249,                 0.8296,                0.88794,                0.61793,                0.91249,                 0.8296,                0.88794,                0.60737,                 1.5103,                0.61492,                0.61356,                  1.963,             0.00018343,             0.00018343,             0.00018343
                    142,                0.60914,                0.53885,                 0.4338,                 1.0206,                0.88519,                0.84395,                0.88021,                0.61258,                0.88519,                0.84395,                0.88021,                0.61428,                 1.5411,                0.64009,                0.65807,                 2.0167,             0.00018052,             0.00018052,             0.00018052
                    143,                0.61538,                  0.598,                0.41518,                 1.0087,                0.84516,                0.84728,                0.87871,                0.58959,                0.84516,                0.84728,                0.88053,                0.58793,                 1.5559,                0.63017,                0.68516,                 2.0302,             0.00017761,             0.00017761,             0.00017761
                    144,                0.59449,                0.53583,                0.41734,                 0.9912,                0.84871,                0.87853,                0.89331,                0.60088,                0.84871,                0.87853,                0.89331,                0.58176,                  1.549,                0.62399,                 0.7009,                 2.0702,             0.00017469,             0.00017469,             0.00017469
                    145,                0.61114,                 0.4465,                  0.415,                 1.0241,                0.91002,                0.81759,                 0.8954,                0.61555,                0.91002,                0.81759,                 0.8954,                 0.6262,                 1.5267,                0.57473,                0.67932,                 2.1073,             0.00017178,             0.00017178,             0.00017178
                    146,                0.61066,                0.55054,                  0.393,                 1.0122,                 0.9194,                0.86748,                0.90633,                0.63324,                 0.9194,                0.86748,                0.91004,                 0.5975,                 1.5253,                 0.5774,                0.68387,                 2.0799,             0.00016887,             0.00016887,             0.00016887
                    147,                0.60616,                0.62764,                0.46068,                 1.0319,                0.93529,                0.88379,                0.90764,                0.63775,                0.89346,                0.84843,                0.85045,                0.58493,                 1.4919,                0.57741,                0.67159,                 2.0378,             0.00016596,             0.00016596,             0.00016596
                    148,                0.58141,                0.51987,                 0.4142,                 1.0075,                0.93537,                0.88047,                0.90963,                0.63328,                0.93537,                0.88047,                0.90963,                0.63997,                 1.4979,                0.57221,                0.63151,                 2.0495,             0.00016305,             0.00016305,             0.00016305
                    149,                0.55572,                0.50547,                0.40146,                0.99445,                0.90813,                0.89759,                0.89486,                0.61564,                0.90813,                0.89759,                0.89486,                0.62257,                 1.4852,                0.57449,                0.64279,                  2.026,             0.00016014,             0.00016014,             0.00016014
                    150,                0.57955,                0.48978,                0.40279,                 1.0047,                0.88753,                0.86931,                0.89662,                0.62281,                0.88753,                0.86931,                0.89662,                0.63345,                 1.4806,                 0.5643,                0.59434,                 2.0354,             0.00015723,             0.00015723,             0.00015723
                    151,                0.61009,                0.59044,                0.41074,                 1.0092,                0.84718,                0.87777,                0.89433,                0.61609,                0.84718,                0.87777,                0.89433,                0.63074,                 1.5127,                0.56682,                0.62792,                 2.0477,             0.00015432,             0.00015432,             0.00015432
                    152,                0.60165,                0.43235,                0.40145,                  1.034,                0.86728,                0.83515,                0.87487,                0.58622,                0.86728,                0.83515,                0.87487,                0.60213,                 1.5078,                 0.5096,                0.62774,                 2.0679,             0.00015141,             0.00015141,             0.00015141
                    153,                0.57949,                0.43777,                0.40355,                 1.0075,                0.85434,                0.83589,                0.87825,                 0.5886,                0.81257,                0.80452,                0.85363,                  0.571,                 1.4846,                 0.5065,                0.63355,                 2.0453,              0.0001485,              0.0001485,              0.0001485
                    154,                0.59471,                0.55076,                0.40493,                 1.0207,                 0.8429,                0.83487,                0.87714,                 0.5843,                 0.8072,                0.79895,                0.85248,                0.56139,                 1.4886,                0.56445,                0.61219,                  2.009,             0.00014559,             0.00014559,             0.00014559
                    155,                0.57916,                0.44658,                0.38071,                 1.0013,                0.86297,                0.84532,                0.88407,                0.58642,                0.82304,                0.81025,                 0.8577,                0.56841,                 1.4516,                0.59209,                0.59186,                 1.9636,             0.00014268,             0.00014268,             0.00014268
                    156,                0.58055,                0.45564,                 0.3956,                  1.001,                0.86869,                0.83679,                0.87342,                0.58514,                0.83557,                0.79833,                0.84709,                0.57324,                 1.4509,                0.57658,                0.58063,                 1.9638,             0.00013977,             0.00013977,             0.00013977
                    157,                0.56609,                0.47162,                0.38991,                 1.0033,                0.88882,                0.82227,                0.89122,                0.60824,                0.84937,                0.78489,                0.84725,                0.58849,                  1.443,                0.55693,                0.59037,                 1.9594,             0.00013686,             0.00013686,             0.00013686
                    158,                0.59105,                0.55411,                0.38081,                 1.0027,                0.90922,                0.83511,                0.89209,                0.60981,                0.90922,                0.83511,                0.89209,                0.59588,                 1.4443,                0.56319,                0.62387,                 1.9733,             0.00013395,             0.00013395,             0.00013395
                    159,                 0.5885,                0.47481,                0.40907,                 1.0143,                0.92249,                 0.8164,                0.87349,                0.59385,                0.86572,                0.78985,                0.82927,                0.56287,                 1.5055,                0.60687,                0.68657,                 2.0161,             0.00013104,             0.00013104,             0.00013104
                    160,                0.58792,                0.38233,                0.37023,                 1.0182,                0.92418,                0.80952,                0.87105,                0.58437,                0.81666,                0.83374,                0.82359,                0.56502,                 1.4742,                 0.5553,                0.65334,                 1.9772,             0.00012813,             0.00012813,             0.00012813
                    161,                 0.5843,                0.53056,                0.37852,                 1.0113,                0.92485,                 0.8194,                0.88931,                0.60545,                0.87055,                0.78468,                0.83638,                0.56428,                  1.439,                0.57642,                0.63617,                 1.9407,             0.00012521,             0.00012521,             0.00012521
                    162,                0.56491,                0.43008,                0.37942,                0.99127,                0.89929,                0.86587,                0.89509,                0.61251,                0.89929,                0.86587,                0.89509,                0.61616,                 1.4453,                0.52419,                0.61808,                 1.9319,              0.0001223,              0.0001223,              0.0001223
                    163,                0.59481,                0.47719,                0.38478,                 1.0218,                0.91104,                0.85472,                0.89253,                0.61889,                0.91104,                0.85472,                0.89253,                0.61989,                 1.4789,                0.51101,                0.62834,                 1.9651,             0.00011939,             0.00011939,             0.00011939
                    164,                0.59453,                0.61011,                0.37672,                 1.0095,                0.84664,                0.88211,                0.87993,                0.61321,                0.84664,                0.88211,                0.87993,                0.60199,                 1.4863,                0.60522,                0.61408,                 1.9913,             0.00011648,             0.00011648,             0.00011648
                    165,                0.58157,                0.46691,                0.37125,                 1.0145,                0.89954,                0.81183,                0.87761,                0.60856,                0.85825,                0.77377,                0.82159,                0.56627,                 1.5086,                0.70854,                0.63692,                 1.9872,             0.00011357,             0.00011357,             0.00011357
                    166,                0.55597,                0.53183,                0.38895,                0.99572,                0.86246,                0.85236,                0.88021,                0.60469,                0.85752,                0.77382,                 0.8229,                0.56536,                 1.5027,                0.73076,                0.65065,                 1.9891,             0.00011066,             0.00011066,             0.00011066
                    167,                0.56225,                0.48274,                 0.3568,                 1.0015,                0.86527,                0.85753,                0.87651,                0.60154,                0.85792,                0.77277,                 0.8216,                0.56181,                 1.4869,                 0.6757,                0.66444,                 1.9915,             0.00010775,             0.00010775,             0.00010775
                    168,                0.55806,                0.47495,                0.36591,                0.98659,                0.86191,                0.85108,                 0.8802,                0.60725,                0.89957,                0.79945,                0.86155,                0.59126,                 1.4857,                0.62166,                0.65764,                 2.0137,             0.00010484,             0.00010484,             0.00010484
                    169,                0.55891,                0.48922,                0.37045,                 1.0046,                  0.902,                0.81315,                0.87708,                0.59791,                  0.902,                0.81315,                0.86186,                0.59433,                 1.5017,                0.60377,                0.66857,                 2.0225,             0.00010193,             0.00010193,             0.00010193
                    170,                0.56063,                0.48145,                0.37653,                0.99656,                0.93855,                0.83949,                0.89908,                0.61992,                0.93855,                0.83949,                0.90301,                0.60673,                 1.4928,                0.60249,                0.64422,                 2.0324,             9.9019e-05,             9.9019e-05,             9.9019e-05
                    171,                0.54809,                0.49974,                0.37113,                0.99651,                0.92416,                0.82395,                0.88923,                0.61368,                0.92416,                0.82395,                0.89407,                0.61347,                 1.4858,                0.59804,                0.65856,                   2.02,             9.6109e-05,             9.6109e-05,             9.6109e-05
                    172,                0.53633,                0.51431,                0.35346,                0.99522,                0.91238,                0.83147,                0.88653,                 0.6162,                0.91238,                0.83147,                0.89981,                0.61993,                 1.4889,                0.57777,                0.64044,                 2.0096,             9.3198e-05,             9.3198e-05,             9.3198e-05
                    173,                0.50264,                0.48614,                0.33598,                0.97098,                0.91453,                0.82872,                0.88543,                0.61333,                 0.8709,                0.79779,                0.83489,                0.57697,                 1.4892,                 0.6152,                0.67631,                 2.0012,             9.0287e-05,             9.0287e-05,             9.0287e-05
                    174,                0.51773,                0.41321,                0.34883,                0.96142,                0.92172,                0.82892,                0.88174,                0.61146,                0.86842,                0.79046,                0.83585,                0.57385,                 1.4638,                0.65606,                0.65529,                  2.008,             8.7377e-05,             8.7377e-05,             8.7377e-05
                    175,                0.54984,                0.46686,                0.36412,                0.99298,                0.91312,                0.82843,                 0.8898,                0.61706,                0.86868,                0.78997,                0.83959,                0.57477,                 1.4549,                0.68745,                0.65147,                  2.003,             8.4466e-05,             8.4466e-05,             8.4466e-05
                    176,                0.54379,                0.54232,                0.35459,                0.99499,                0.89321,                0.86909,                0.89642,                0.61577,                 0.8699,                0.79341,                0.84031,                0.56307,                 1.4583,                0.78168,                0.64926,                 2.0088,             8.1556e-05,             8.1556e-05,             8.1556e-05
                    177,                0.50356,                0.52202,                0.33283,                0.95443,                0.90793,                0.86068,                0.89634,                0.61499,                0.87245,                0.79246,                0.84062,                0.56289,                 1.4776,                0.81955,                0.68481,                 2.0366,             7.8645e-05,             7.8645e-05,             7.8645e-05
                    178,                0.53271,                0.45264,                0.33314,                0.97852,                0.91354,                0.82452,                0.87171,                0.60406,                0.87158,                0.78737,                0.82584,                0.56517,                 1.4954,                0.74732,                0.71585,                 2.0659,             7.5734e-05,             7.5734e-05,             7.5734e-05
                    179,                0.54744,                0.55607,                0.35211,                0.98542,                0.92715,                0.82258,                0.86321,                0.59654,                0.87262,                0.78455,                0.82368,                0.56245,                  1.508,                0.67444,                0.67254,                 2.0712,             7.2824e-05,             7.2824e-05,             7.2824e-05
                    180,                0.55115,                0.51396,                0.34992,                 0.9955,                0.91046,                0.82102,                0.85807,                0.59779,                0.91046,                0.82102,                0.86246,                0.61082,                 1.4936,                0.59963,                 0.6408,                 2.0258,             6.9913e-05,             6.9913e-05,             6.9913e-05
                    181,                0.51049,                0.51746,                0.34131,                0.96214,                0.91868,                0.80871,                0.86935,                0.60472,                0.91868,                0.80871,                0.86935,                0.61149,                  1.511,                0.59945,                0.63494,                 2.0371,             6.7003e-05,             6.7003e-05,             6.7003e-05
                    182,                0.54408,                0.48711,                0.36991,                 1.0058,                 0.9277,                0.80511,                0.87401,                0.61269,                 0.9277,                0.80511,                0.87401,                0.60454,                 1.5202,                0.58444,                0.63359,                 2.0461,             6.4092e-05,             6.4092e-05,             6.4092e-05
                    183,                 0.5849,                0.45402,                0.38879,                 1.0367,                0.90478,                0.82211,                0.87581,                0.60457,                0.90478,                0.82211,                0.87581,                0.60307,                 1.5041,                0.56311,                0.60125,                 2.0234,             6.1181e-05,             6.1181e-05,             6.1181e-05
                    184,                0.52088,                0.44328,                0.35923,                0.98415,                0.90671,                0.83276,                 0.8895,                0.60943,                0.90671,                0.83276,                 0.8895,                0.61806,                 1.5108,                0.57411,                0.62268,                 2.0262,             5.8271e-05,             5.8271e-05,             5.8271e-05
                    185,                 0.5068,                 0.4572,                0.33228,                0.97749,                 0.9134,                0.83414,                0.88222,                 0.6017,                 0.9134,                0.83414,                0.88222,                0.61215,                 1.5306,                0.58948,                0.63523,                 2.0311,              5.536e-05,              5.536e-05,              5.536e-05
                    186,                 0.5151,                0.54325,                0.32449,                0.95297,                 0.9159,                 0.8348,                 0.8838,                0.60423,                 0.9159,                 0.8348,                 0.8838,                0.61252,                 1.5174,                0.59003,                 0.6273,                 2.0319,              5.245e-05,              5.245e-05,              5.245e-05
                    187,                0.49066,                0.46996,                0.32591,                0.95691,                0.91958,                0.83352,                 0.8824,                0.61363,                0.91958,                0.83352,                 0.8824,                0.61367,                 1.5112,                0.59928,                0.62069,                  2.029,             4.9539e-05,             4.9539e-05,             4.9539e-05
                    188,                0.54382,                0.42833,                0.33929,                 0.9974,                0.91683,                0.82083,                0.87849,                0.61751,                0.86757,                0.79008,                0.83438,                0.57646,                 1.4864,                0.60421,                0.61556,                 2.0032,             4.6628e-05,             4.6628e-05,             4.6628e-05
                    189,                0.51339,                0.44029,                0.33173,                0.99162,                0.88678,                0.87824,                0.88729,                0.62125,                0.85828,                0.80424,                 0.8333,                0.57456,                 1.4675,                0.60863,                0.61069,                 1.9903,             4.3718e-05,             4.3718e-05,             4.3718e-05
                    190,                0.52873,                0.46102,                0.32816,                0.97856,                0.89986,                 0.8778,                0.88729,                0.62026,                0.86121,                0.80143,                0.83381,                0.57015,                 1.4693,                0.61724,                0.62329,                 1.9914,             4.0807e-05,             4.0807e-05,             4.0807e-05
                    191,                0.46369,                0.36289,                0.30002,                0.96078,                0.89423,                0.87417,                0.88426,                0.61275,                0.85224,                0.80423,                0.83073,                0.56144,                 1.4754,                0.62372,                0.61932,                  2.017,             3.7897e-05,             3.7897e-05,             3.7897e-05
                    192,                0.44392,                0.39941,                 0.2744,                 0.9145,                0.89292,                0.87836,                0.89041,                0.61266,                0.84953,                0.81104,                0.83719,                0.55974,                 1.4845,                0.62946,                0.60776,                 2.0458,             3.4986e-05,             3.4986e-05,             3.4986e-05
                    193,                 0.4144,                0.38952,                0.24998,                0.93416,                0.88632,                0.88738,                0.89237,                0.61184,                0.84733,                0.81293,                 0.8392,                0.56166,                 1.4934,                0.63167,                0.58805,                 2.0618,             3.2075e-05,             3.2075e-05,             3.2075e-05
                    194,                0.43316,                0.38133,                0.28316,                 0.9304,                0.87679,                0.88765,                0.89405,                0.60887,                0.83759,                0.81473,                0.84087,                0.56826,                 1.5079,                0.63842,                0.59024,                 2.0682,             2.9165e-05,             2.9165e-05,             2.9165e-05
                    195,                0.43563,                 0.3899,                 0.2612,                0.92817,                0.86607,                0.89017,                0.89022,                0.60009,                0.84611,                0.79701,                 0.8378,                0.56356,                 1.5166,                0.66253,                0.58942,                 2.0621,             2.6254e-05,             2.6254e-05,             2.6254e-05
                    196,                0.43482,                0.39528,                0.26537,                0.92505,                0.86285,                 0.8896,                0.89032,                0.59008,                0.84744,                0.79443,                0.83792,                0.54036,                 1.5187,                 0.6862,                0.59307,                 2.0591,             2.3344e-05,             2.3344e-05,             2.3344e-05
                    197,                0.44726,                0.34912,                0.25993,                0.95126,                0.85107,                0.88225,                0.88705,                0.58737,                0.83347,                0.84853,                0.84157,                0.54793,                 1.5156,                0.69108,                0.59263,                 2.0521,             2.0433e-05,             2.0433e-05,             2.0433e-05
                    198,                0.42166,                0.36688,                0.23657,                0.93284,                 0.9222,                0.81056,                0.88667,                0.59015,                0.82914,                0.84417,                0.84122,                0.55225,                 1.5117,                0.68697,                0.59481,                 2.0504,             1.7522e-05,             1.7522e-05,             1.7522e-05
